match_id,radiant_win
6,0.8482401931912945
7,0.7406243257534548
10,0.2066933472013785
13,0.8558135082683334
16,0.2473327962197468
18,0.398890705805913
19,0.5135736672239074
24,0.5544950958941993
33,0.21448186625084575
37,0.6575678516715929
41,0.15180528754537148
42,0.33011847023910623
55,0.25299890753601517
60,0.6693791917912795
62,0.5440526117018489
63,0.6008631066388946
64,0.0980612934348059
71,0.5625810111674829
72,0.3109784134279351
83,0.5095733126243092
85,0.7890886265855054
89,0.9310647222050396
92,0.7685986469262007
100,0.9573397131216826
102,0.8829327034361868
108,0.5320156091520836
111,0.7914928955131108
126,0.17713941680232628
130,0.05373954643427334
140,0.7893833997922185
141,0.2614966830887664
152,0.8400085360840279
153,0.7451903895965635
159,0.5565124102657013
160,0.5953944309626501
163,0.6141769051780683
178,0.5445525604113955
179,0.3521824324162232
181,0.680308138775409
196,0.150636408148887
206,0.12089769064121082
209,0.5458015872729832
216,0.5492538004609314
228,0.07926424085848285
230,0.41401119605312786
242,0.7242262955663256
245,0.17278285352278092
261,0.5058311421153056
274,0.4726662625461843
282,0.7560413613979063
289,0.5211102425272987
296,0.10298622167443017
297,0.6063760730876102
302,0.3037945679766339
304,0.024483778354279083
313,0.8039526499127413
316,0.4872887673987284
317,0.42627383858687445
344,0.8762323767552948
348,0.7373100703356027
352,0.4983730645371521
354,0.5638162334125764
361,0.4540090152585609
362,0.23098317489293116
363,0.7614066402809114
365,0.41527503211863276
375,0.31275922897042907
380,0.3285022624992484
384,0.5482755796631259
394,0.7785588034955712
399,0.6036392355095376
404,0.7406495424274966
406,0.6377273892628929
430,0.14790966631194435
432,0.30320760846207806
443,0.4517946959719316
463,0.6077451927442833
467,0.5397046910707317
474,0.19465409663238295
488,0.22523384801208055
502,0.9101848940179349
503,0.27081406462387736
507,0.29070186914691865
508,0.3883108294189798
509,0.480329256448477
516,0.35448021368271965
528,0.28077324330604864
542,0.6101595581006679
547,0.18775248931903074
552,0.5546791446869502
555,0.6169882750215784
561,0.6157361684147804
569,0.8232353976986626
575,0.9453600557303173
576,0.8241265557372465
582,0.18537707062716968
585,0.4466311845157436
586,0.5817615925350383
590,0.7899442929681596
592,0.2194742117187075
598,0.37639805434760004
599,0.26740862823686945
600,0.7417718058244474
601,0.5437314115357085
603,0.2858646473264658
617,0.46776417338154314
628,0.4783905928241818
